PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 3958586929, 2.0021653175354004, -0.8745017647743225, 105.81258392333984, 0, 0, 0, 0, 0, 0, 
1, 3958603596, 2.0250518321990967, -0.8425917029380798, 105.85628509521484, 0.10555533319711685, 0.37978607416152954, 9.921354293823242, 0.07210615277290344, 0.272922545671463, 0.4343721568584442, 
2, 3958620263, 2.065661668777466, -0.7852399349212646, 105.86128997802734, 0.10298046469688416, 0.34793636202812195, 9.902134895324707, 0.17045891284942627, 0.266340047121048, 0.4548623263835907, 
3, 3958636930, 2.0762550830841064, -0.7313462495803833, 105.97638702392578, 0.1113988608121872, 0.3282707929611206, 9.910371780395508, 0.11391888558864594, 0.29913708567619324, 0.4777984619140625, 
4, 3958653597, 2.064851999282837, -0.6971967220306396, 105.92050170898438, 0.11056560277938843, 0.3075252175331116, 9.914036750793457, 0.11553248763084412, 0.2237333506345749, 0.42373013496398926, 
5, 3958670264, 2.0413029193878174, -0.6743042469024658, 105.98814392089844, 0.15116643905639648, 0.32245972752571106, 9.916793823242188, 0.14257949590682983, 0.24175184965133667, 0.445859432220459, 
6, 3958686931, 2.0222971439361572, -0.6692745089530945, 106.03184509277344, 0.15876193344593048, 0.3402400612831116, 9.924115180969238, 0.19342710077762604, 0.27862775325775146, 0.4229297339916229, 
7, 3958703598, 2.011420965194702, -0.6739866733551025, 106.05892944335938, 0.16260680556297302, 0.3682387173175812, 9.923181533813477, 0.23192937672138214, 0.24908991158008575, 0.3999871015548706, 
8, 3958720265, 2.008200168609619, -0.6822149753570557, 106.07675170898438, 0.13995113968849182, 0.3625054955482483, 9.922243118286133, 0.14425711333751678, 0.276175320148468, 0.3941986560821533, 
9, 3958736932, 2.0087175369262695, -0.6876994967460632, 106.1153564453125, 0.12817126512527466, 0.3391174376010895, 9.92956829071045, 0.13689348101615906, 0.33356061577796936, 0.435985803604126, 
10, 3958753599, 2.0098679065704346, -0.6911415457725525, 106.10195922851562, 0.11718179285526276, 0.3340180516242981, 9.920402526855469, 0.1926138997077942, 0.29254183173179626, 0.4048791229724884, 
11, 3958770266, 2.0107150077819824, -0.6914094090461731, 106.16877746582031, 0.10721469670534134, 0.3290826082229614, 9.917645454406738, 0.20983843505382538, 0.31793683767318726, 0.40653112530708313, 
12, 3958786933, 2.0107719898223877, -0.6886571645736694, 106.16565704345703, 0.10908862948417664, 0.32691898941993713, 9.912141799926758, 0.19678877294063568, 0.3515407145023346, 0.3647055923938751, 
13, 3958803600, 2.0085110664367676, -0.6847569346427917, 106.20491790771484, 0.11453161388635635, 0.35127654671669006, 9.933183670043945, 0.0820118635892868, 0.3368966579437256, 0.3875969648361206, 
14, 3958820267, 2.008427381515503, -0.6804041862487793, 106.2293930053711, 0.1466030478477478, 0.35691264271736145, 9.9039306640625, 0.15000717341899872, 0.32619696855545044, 0.43106815218925476, 
15, 3958836934, 2.0092811584472656, -0.6785854697227478, 106.28567504882812, 0.1337893158197403, 0.3500281572341919, 9.905747413635254, 0.1474459171295166, 0.23602743446826935, 0.4393026530742645, 
16, 3958853601, 2.0105879306793213, -0.6764587759971619, 106.31222534179688, 0.1660611927509308, 0.328403115272522, 9.910386085510254, 0.14828473329544067, 0.26883089542388916, 0.4638843536376953, 
